District_Type;Municipality_Name;Area_Code;Population_Total;Pop_Age_0_15;Pop_Age_15_25;Pop_Age_25_45;Pop_Age_45_65;Pop_Age_65_Plus;Avg_Household_Size;Avg_Property_Value_1000EUR;Pct_Unoccupied_Homes;Pct_Owner_Occupied;Pct_Rental;Higher_Education_Count;Avg_Income_Per_Income_Recipient_1000EUR;Avg_Income_Per_Inhabitant_1000EUR;Avg_Std_Household_Income_1000EUR;Pct_Lowest_40Pct_Income;Pct_Highest_20Pct_Income;Pct_Low_Income_Households;Pct_Below_120Pct_Social_Min;Urbanization_Level
Vondelparkbuurt Oost;Amsterdam;BU03632200;850;100;95;295;225;135;1,7;1079.0;22.0;50.0;50.0;520.0;82,4;67;64,7;35,2;34,6;9,4;9,9;1.0
Vondelparkbuurt Midden;Amsterdam;BU03632201;920;125;105;230;255;205;1,8;838.0;10.0;40.0;60.0;460.0;65,8;51,6;59,2;48,9;27,9;7,9;17,3;1.0
Zuidas;Amsterdam;WK036323;3950;410;600;2315;495;130;1,5;509.0;14.0;17.0;83.0;2370.0;75;61,7;50,5;44,9;29,3;3,9;5,4;1.0
Zuidas Noord;Amsterdam;BU03632300;475;60;25;315;60;15;1,7;676.0;6.0;16.0;83.0;290.0;70,9;58,5;49;29,3;40,2;1,3;1,3;1.0
RAI;Amsterdam;BU03632301;0;0;0;0;0;0;;;;;;;75;61,7;50,5;44,9;29,3;3,9;5,4;1.0
VU-kwartier;Amsterdam;BU03632302;115;20;15;55;15;5;1,4;594.0;18.0;63.0;37.0;70.0;75;61,7;50,5;44,9;29,3;3,9;5,4;2.0
Zuidas Zuid;Amsterdam;BU03632303;2375;285;130;1485;375;105;1,7;706.0;19.0;21.0;78.0;1520.0;94,2;76;68,1;25,5;39,6;2,1;2,6;1.0
Vivaldi;Amsterdam;BU03632304;985;50;430;455;45;5;1,1;179.0;7.0;8.0;92.0;500.0;30,9;26,8;20,2;85,8;7,1;11,9;18,2;1.0
Oude Pijp;Amsterdam;WK036324;14820;1270;1745;7220;3220;1360;1,5;460.0;9.0;25.0;75.0;7760.0;45,1;39,3;34,3;52,2;17,9;11,3;17,7;1.0
Hemonybuurt;Amsterdam;BU03632400;2600;295;325;1155;605;210;1,6;537.0;10.0;32.0;67.0;1560.0;49,6;41,9;37,7;46,6;24;9;13,4;1.0
Gerard Doubuurt;Amsterdam;BU03632401;1920;170;205;880;455;215;1,5;468.0;11.0;24.0;75.0;900.0;42,6;36,8;32,7;55,1;16,4;13,3;22,5;1.0
Frans Halsbuurt;Amsterdam;BU03632402;2645;235;275;1330;580;225;1,5;479.0;11.0;28.0;72.0;1340.0;50,3;43,7;38,7;49;21,1;11;16,6;1.0
Hercules Seghersbuurt;Amsterdam;BU03632403;2645;195;315;1365;530;240;1,5;406.0;5.0;16.0;82.0;1240.0;39,8;35,3;30,5;56,7;13,1;13,6;20;1.0
Sarphatiparkbuurt;Amsterdam;BU03632404;5005;370;625;2490;1055;460;1,5;438.0;10.0;24.0;76.0;2710.0;43,8;38,7;32,9;53,2;16,3;10,7;17,4;1.0
Nieuwe Pijp;Amsterdam;WK036325;12435;1170;1235;5850;2730;1450;1,6;436.0;7.0;26.0;73.0;7010.0;43,4;37,8;33,6;51,9;18,1;11,3;19,4;1.0
Willibrordusbuurt;Amsterdam;BU03632500;2660;200;290;1185;565;420;1,5;416.0;8.0;22.0;77.0;1290.0;38,6;34,5;30,9;60,5;14,3;13;23,9;1.0
Van der Helstpleinbuurt;Amsterdam;BU03632501;3915;385;365;1970;840;355;1,6;447.0;7.0;27.0;72.0;2340.0;47;40,8;35,7;48,3;20,4;10,6;16,8;1.0
Lizzy Ansinghbuurt;Amsterdam;BU03632502;2370;240;255;1015;585;265;1,6;430.0;6.0;23.0;77.0;1270.0;41,1;35,4;32,1;51,9;16,7;12,5;21;1.0
Cornelis Troostbuurt;Amsterdam;BU03632503;3500;335;330;1690;735;410;1,6;443.0;7.0;30.0;69.0;2050.0;44,6;38,5;34,4;49;19,5;9,8;17,9;1.0
Zuid Pijp;Amsterdam;WK036326;8195;950;850;2835;2200;1355;1,7;408.0;3.0;14.0;86.0;3230.0;31,9;27;27,3;61,6;10,8;17,2;30,3;1.0
Diamantbuurt;Amsterdam;BU03632600;3095;390;355;1040;830;490;1,7;398.0;3.0;16.0;84.0;1000.0;31,7;26,5;27,6;61,2;11,5;18,1;30,6;1.0
Burgemeester Tellegenbuurt Oost;Amsterdam;BU03632601;2830;295;310;1005;755;460;1,6;410.0;3.0;14.0;86.0;1360.0;32,8;27,9;27,9;60,7;10,8;16,9;29,5;1.0
Burgemeester Tellegenbuurt West;Amsterdam;BU03632602;2265;265;185;790;615;405;1,7;420.0;3.0;13.0;87.0;860.0;30,9;26,6;26;63,1;10;16,5;30,9;1.0
Weesperzijde;Amsterdam;WK036327;5895;650;795;2710;1205;540;1,6;507.0;5.0;38.0;62.0;3320.0;49,3;41,8;38;43,3;24,4;9,3;14,3;1.0
Swammerdambuurt;Amsterdam;BU03632700;2000;225;195;990;435;165;1,6;520.0;5.0;45.0;55.0;1140.0;54,1;46,2;41,2;42,2;28;7,6;10,9;1.0
Weesperzijde Midden/Zuid;Amsterdam;BU03632701;3315;390;250;1580;720;370;1,7;506.0;5.0;36.0;64.0;1940.0;48,6;41,1;38,2;40,5;24,6;9,2;15;1.0
Parooldriehoek;Amsterdam;BU03632702;575;35;345;145;50;5;1,2;396.0;8.0;0.0;100.0;180.0;22,5;18,4;17,3;77;1,5;24,4;32,1;1.0
Oosterparkbuurt;Amsterdam;WK036328;10880;1285;1050;4610;2635;1300;1,7;415.0;5.0;25.0;75.0;4980.0;37,9;32;30,6;55,3;15,8;15,3;24,7;1.0
Oosterparkbuurt Noordwest;Amsterdam;BU03632800;3760;330;360;1755;850;460;1,6;393.0;5.0;23.0;77.0;1980.0;37;32,5;29,8;56,9;13,4;14,3;22,7;1.0
Oosterpark;Amsterdam;BU03632801;120;0;5;65;35;10;1,2;272.0;4.0;0.0;100.0;60.0;28,3;26,6;30,6;55,3;15,8;15,3;24,7;1.0
Oosterparkbuurt Zuidoost;Amsterdam;BU03632802;3815;520;380;1510;950;455;1,8;456.0;6.0;33.0;67.0;1900.0;41,8;34,3;33,3;49,9;20,9;12,3;21,6;1.0
Oosterparkbuurt Zuidwest;Amsterdam;BU03632803;3185;430;305;1285;795;370;1,7;404.0;4.0;21.0;79.0;1090.0;34,8;28,8;28,9;58,1;14;19,3;30,3;1.0
Dapperbuurt;Amsterdam;WK036329;10225;1215;1195;3955;2455;1400;1,7;420.0;4.0;25.0;74.0;4340.0;36,2;30,7;29,9;55,8;15,3;14;24,7;1.0
Dapperbuurt Noord;Amsterdam;BU03632900;4295;460;470;1715;1000;650;1,7;399.0;4.0;24.0;75.0;1740.0;33,7;29;28,6;56,4;12,9;13,7;25,1;1.0
Dapperbuurt Zuid;Amsterdam;BU03632901;3810;400;475;1525;970;435;1,6;401.0;3.0;21.0;79.0;1750.0;33,4;28,9;27,6;60,5;12,6;15,3;26,4;1.0
Oostpoort;Amsterdam;BU03632902;2120;355;250;715;485;310;1,9;509.0;5.0;37.0;63.0;850.0;48,2;38,1;38,7;42,9;27,6;11,9;20;1.0
Transvaalbuurt;Amsterdam;WK036330;9230;1230;1100;3690;2190;1025;1,8;400.0;5.0;24.0;76.0;3350.0;33,1;27,5;28,4;55,9;14;15,7;25,7;1.0
Transvaalbuurt West;Amsterdam;BU03633000;4145;500;500;1610;1030;510;1,8;374.0;3.0;25.0;75.0;1440.0;32,1;27,1;27,8;57,4;12,4;16,8;27;1.0
Transvaalbuurt Oost;Amsterdam;BU03633001;5090;735;600;2085;1155;515;1,9;422.0;6.0;23.0;77.0;1900.0;33,9;27,8;29;54,6;15,3;14,8;24,6;1.0
Indische Buurt West;Amsterdam;WK036331;12530;1580;1515;5540;2675;1225;1,8;366.0;6.0;27.0;73.0;5030.0;33,6;28,1;28,6;53,1;14;15;24,3;1.0
Noordwestkwadrant Indische buurt Noord;Amsterdam;BU03633100;3805;460;390;1930;765;260;1,7;368.0;11.0;33.0;66.0;1660.0;38,4;32,2;30,8;49,4;16,4;12,9;19,7;1.0
Noordwestkwadrant Indische buurt Zuid;Amsterdam;BU03633101;4640;525;600;2185;930;395;1,7;377.0;3.0;28.0;71.0;2220.0;35,1;29,8;29,4;51,8;15,1;13,8;22,2;1.0
Zuidwestkwadrant Indische buurt;Amsterdam;BU03633102;4085;585;525;1425;975;570;2;352.0;3.0;18.0;82.0;1120.0;27,3;22,2;25,2;58,9;10,1;18,8;31,6;1.0
Indische Buurt Oost;Amsterdam;WK036332;9920;1370;1130;3570;2500;1340;1,9;377.0;4.0;22.0;78.0;3530.0;30,4;25,1;27,1;57,3;11,5;16,9;29;1.0
Noordoostkwadrant Indische buurt;Amsterdam;BU03633200;5845;775;630;2130;1420;890;1,8;363.0;5.0;19.0;81.0;1860.0;29,4;24,5;26,1;60,6;10,5;18,3;31,2;1.0
Zuidoostkwadrant Indische buurt;Amsterdam;BU03633201;3610;540;450;1310;915;395;2;383.0;2.0;22.0;78.0;1320.0;29,6;24;27;54,8;11,1;15,7;27,5;1.0
Zeeburgerdijk Oost;Amsterdam;BU03633202;440;60;50;120;155;60;2;535.0;3.0;55.0;45.0;;50,7;42;41,8;30,4;30;6;9,5;1.0
Flevopark;Amsterdam;BU03633203;15;0;5;10;5;0;1,4;;;;;;30,4;25,1;27,1;57,3;11,5;16,9;29;1.0
Oostelijk Havengebied;Amsterdam;WK036333;18925;2670;1995;5825;6500;1935;2;518.0;4.0;39.0;61.0;9840.0;48,5;39,9;40,4;32,8;30,1;7,4;11,5;1.0
Oostelijke Handelskade;Amsterdam;BU03633300;1455;210;95;675;380;95;1,9;572.0;7.0;25.0;75.0;840.0;63,1;51,3;51,9;25,3;35,6;6,7;9,3;1.0
Rietlanden;Amsterdam;BU03633301;2520;345;260;910;750;260;1,9;508.0;3.0;40.0;60.0;1180.0;49,9;40,6;41,2;33,7;30,9;6,9;12,4;1.0
Java-eiland;Amsterdam;BU03633302;3075;400;290;845;1105;435;1,9;579.0;4.0;32.0;68.0;1770.0;51,4;42,7;41,3;29;31,7;5,9;8,4;1.0
KNSM-eiland;Amsterdam;BU03633303;2390;220;205;620;950;395;1,7;471.0;3.0;48.0;52.0;1270.0;46,7;41;38,8;36,4;24,9;7,4;11,7;1.0
Sporenburg;Amsterdam;BU03633304;2815;485;405;685;1105;130;2,4;574.0;5.0;49.0;51.0;1570.0;51,1;40,3;43,8;21,7;44,1;4,6;6,4;1.0
Borneo;Amsterdam;BU03633305;2835;580;370;760;965;160;2,4;629.0;3.0;38.0;62.0;1460.0;47,4;36;39,6;28,4;37,2;7,2;10,5;1.0
Entrepot-Noordwest;Amsterdam;BU03633306;1420;160;155;455;480;170;1,8;417.0;3.0;32.0;68.0;490.0;37;31,5;31,8;47,9;15,4;11,8;19,1;1.0
Architectenbuurt;Amsterdam;BU03633307;1715;170;150;515;635;250;1,7;396.0;4.0;53.0;47.0;910.0;39,9;34,8;34,2;41,5;17,9;10,2;17,4;1.0
Bedrijvengebied Veelaan;Amsterdam;BU03633308;40;5;0;5;20;10;1,6;;;;;;48,5;39,9;40,4;32,8;30,1;7,4;11,5;1.0
Bedrijvengebied Cruquiusweg;Amsterdam;BU03633309;500;55;65;300;65;5;1,7;367.0;7.0;13.0;83.0;350.0;52,4;45;48,1;36,7;30,4;10;12,3;1.0
Bedrijvengebied Zeeburgerkade;Amsterdam;BU03633310;155;25;10;50;35;25;1,7;;;;;;39;30,8;40,4;32,8;30,1;7,4;11,5;1.0
Zeeburgereiland/Nieuwe Diep;Amsterdam;WK036334;4705;620;1145;2115;625;195;1,6;324.0;6.0;18.0;82.0;2180.0;37,6;30,9;28,5;52,7;16,7;9,2;14,1;3.0
Zeeburgereiland Noordwest;Amsterdam;BU03633400;20;5;0;10;5;5;2,5;;;;;;37,6;30,9;28,5;52,7;16,7;9,2;14,1;3.0
Zeeburgereiland Zuidoost;Amsterdam;BU03633402;480;10;365;100;5;5;1,1;170.0;7.0;0.0;100.0;;12,4;11;10,3;96,5;0,6;9,2;14,1;3.0
Zeeburgereiland Zuidwest;Amsterdam;BU03633403;300;15;150;95;35;10;1,3;152.0;9.0;1.0;99.0;110.0;17,5;15,7;14;86;2,8;9,2;14,1;2.0
Nieuwe Diep/Diemerpark;Amsterdam;BU03633404;65;10;15;10;25;10;2;;;;;10.0;37,6;30,9;28,5;52,7;16,7;9,2;14,1;4.0
RI Oost terrein;Amsterdam;BU03633405;3840;585;625;1910;550;170;1,7;355.0;5.0;22.0;78.0;1850.0;41,8;33,9;32,6;42,7;20,3;7,9;12,8;3.0
Zeeburgereiland Noordoost;Amsterdam;BU03633406;0;0;0;0;0;0;;;;;;;37,6;30,9;28,5;52,7;16,7;9,2;14,1;4.0
IJburg West;Amsterdam;WK036335;15730;3655;2165;4735;4385;795;2,4;513.0;4.0;46.0;51.0;6270.0;48,1;35,1;39,7;29,1;34,8;7,6;12,2;2.0
Steigereiland Noord;Amsterdam;BU03633500;1570;355;205;560;395;65;2,3;445.0;5.0;39.0;38.0;690.0;46,8;34,9;39,9;30,5;32,7;7,4;12;3.0
Steigereiland Zuid;Amsterdam;BU03633501;2680;710;410;610;850;95;2,8;559.0;9.0;57.0;43.0;970.0;47,4;33,1;39,6;28,6;40,2;8,1;12,9;3.0
Haveneiland Zuidwest/Rieteiland West;Amsterdam;BU03633502;2790;665;435;535;1005;140;2,8;778.0;3.0;66.0;34.0;1250.0;63,3;46;55;14,5;54,1;3,5;4,5;2.0
Haveneiland Noordwest;Amsterdam;BU03633504;2845;510;350;1085;675;220;2;401.0;5.0;30.0;70.0;1140.0;42,5;33,1;33,9;40,1;23,8;10,5;16,2;2.0
Haveneiland Noordoost;Amsterdam;BU03633505;5840;1410;770;1950;1450;265;2,4;469.0;3.0;46.0;54.0;2240.0;44,3;31,8;36,7;28,4;31,7;7,5;12,9;2.0
Sloterdijk;Amsterdam;WK036336;540;55;30;345;85;25;1,7;474.0;7.0;9.0;91.0;320.0;51,2;44,5;37,8;33,9;28,7;12,9;15;1.0
Woon- en Groengebied Sloterdijk;Amsterdam;BU03633600;450;55;20;310;50;25;1,8;466.0;4.0;9.0;91.0;290.0;56,6;48,7;43,3;21,7;34,3;4,5;5,3;1.0
Bedrijventerrein Sloterdijk I;Amsterdam;BU03633601;90;5;10;35;35;5;1,2;;;;;;51,2;44,5;37,8;33,9;28,7;12,9;15;3.0
Landlust;Amsterdam;WK036337;19055;2735;2290;8485;3965;1570;1,8;350.0;4.0;29.0;71.0;7470.0;33,9;27,8;28,9;52,5;13,6;13,9;22,1;1.0
Bedrijventerrein Landlust;Amsterdam;BU03633700;580;30;50;415;45;35;1,5;;3.0;41.0;59.0;360.0;45,3;42,1;34,8;44,4;15,8;4,3;8,1;1.0
Bosleeuw;Amsterdam;BU03633702;5755;865;925;2235;1250;480;1,9;328.0;4.0;27.0;73.0;1930.0;29,9;24;26,4;55,5;11,9;14,9;22,5;1.0
Landlust Zuid;Amsterdam;BU03633703;4115;575;360;2005;820;360;1,8;376.0;4.0;33.0;67.0;1880.0;38,2;31,7;31,4;49,1;17,5;13;22,4;1.0
Erasmusparkbuurt Oost;Amsterdam;BU03633704;1925;335;230;755;450;155;2;448.0;3.0;38.0;62.0;720.0;40,5;31,9;33,2;43,7;22,4;10,3;16,9;1.0
Gibraltarbuurt;Amsterdam;BU03633705;4285;580;430;1995;925;360;1,7;327.0;4.0;21.0;79.0;1670.0;31,8;26,4;27;57,6;9,9;17,1;26,2;1.0
Landlust Noord;Amsterdam;BU03633706;2400;355;300;1080;475;190;1,8;337.0;3.0;28.0;72.0;890.0;31,5;25,8;28,2;51,4;10;13,1;20,4;1.0
Erasmuspark;Amsterdam;WK036338;5870;675;655;2980;1085;475;1,7;354.0;4.0;43.0;57.0;3050.0;38,5;32,7;32,3;43,5;17;7,7;14;1.0
Erasmusparkbuurt West;Amsterdam;BU03633802;4080;470;440;2100;745;330;1,7;349.0;4.0;48.0;51.0;2280.0;39,4;33,5;33;41,7;17,4;6,6;12,3;1.0
Robert Scottbuurt Oost;Amsterdam;BU03633803;1790;210;215;880;345;140;1,8;368.0;6.0;30.0;70.0;770.0;36,6;30,7;30,8;47,7;15,9;10,3;18,1;1.0
De Kolenkit;Amsterdam;WK036339;10725;1795;1650;4540;1860;870;1,9;304.0;9.0;18.0;80.0;3910.0;29,6;23,2;25,9;56,9;10,8;15,7;24,7;1.0
Robert Scottbuurt West;Amsterdam;BU03633900;2075;185;310;990;335;255;1,5;250.0;5.0;24.0;76.0;700.0;29,2;25,2;24,7;68,5;6,2;12,9;23,3;1.0
Laan van Spartaan;Amsterdam;BU03633901;2260;410;455;990;260;150;1,7;334.0;3.0;15.0;85.0;1040.0;34,5;26,1;26,3;56,3;16,5;14,2;21,2;1.0
Kolenkitbuurt Zuid;Amsterdam;BU03633902;2235;335;315;970;415;205;2,1;344.0;11.0;25.0;75.0;700.0;31,8;25,4;28,4;48,7;14,6;13,1;20,5;1.0
Kolenkitbuurt Noord;Amsterdam;BU03633903;4155;870;580;1595;850;260;2,3;302.0;15.0;10.0;82.0;1380.0;26,3;19,6;25;53,4;8,6;20;29,7;1.0
Geuzenbuurt;Amsterdam;WK036340;6845;820;760;3410;1280;575;1,7;407.0;5.0;32.0;67.0;3610.0;40,6;34,7;32,8;47,2;18,1;10,3;16,2;1.0
Geuzenhofbuurt;Amsterdam;BU03634000;1715;135;185;1005;260;135;1,5;365.0;4.0;45.0;54.0;1130.0;43,6;38,8;34,6;41,6;16,8;6,3;10;1.0
Trompbuurt;Amsterdam;BU03634001;3225;435;375;1555;575;280;1,8;443.0;4.0;31.0;68.0;1660.0;41;34,3;32,9;46,7;19,4;9,5;15;1.0
Pieter van der Doesbuurt;Amsterdam;BU03634002;1900;250;195;850;445;165;1,7;397.0;5.0;20.0;80.0;830.0;37,3;31,5;30,6;53,9;17,3;15,8;24,5;1.0
Van Galenbuurt;Amsterdam;WK036341;7685;1000;825;3430;1885;550;1,7;350.0;4.0;22.0;77.0;2330.0;32,5;27,7;27,4;58,9;10,8;16,4;26,7;1.0
John Franklinbuurt;Amsterdam;BU03634100;1945;225;185;915;435;180;1,6;360.0;5.0;18.0;82.0;770.0;32,3;27,8;26,9;61;9,4;15;25,1;1.0
Jan Maijenbuurt;Amsterdam;BU03634101;2300;270;260;1015;560;195;1,7;343.0;4.0;22.0;78.0;850.0;31;26,4;26,6;60,3;10,2;18,9;29,3;1.0
Orteliusbuurt Noord;Amsterdam;BU03634102;1375;160;125;635;285;165;1,7;347.0;3.0;29.0;71.0;560.0;35,3;29,9;29,5;53,6;14;14,4;24,8;1.0
Mercatorpark;Amsterdam;BU03634103;2055;340;250;855;600;10;;;;;;110.0;32,5;27,7;27,4;58,9;10,8;16,4;26,7;1.0
Hoofdweg e.o.;Amsterdam;WK036342;10435;1270;1040;4845;2295;985;1,7;355.0;4.0;23.0;77.0;4060.0;35;29,7;30,3;55,1;12,8;14,6;22,8;1.0
Balboaplein e.o.;Amsterdam;BU03634200;3075;395;350;1460;650;225;1,7;351.0;4.0;22.0;78.0;1160.0;34,8;29,3;29,2;54;12,3;14,2;22,4;1.0
Columbusplein e.o.;Amsterdam;BU03634201;3525;465;365;1515;840;335;1,7;356.0;4.0;16.0;84.0;1200.0;32,3;27;31,1;59,8;10,8;18,3;27,9;1.0
Orteliusbuurt Midden;Amsterdam;BU03634202;1935;225;155;955;435;165;1,6;362.0;4.0;31.0;69.0;780.0;38,2;32,6;31;50,3;15,5;11,6;18,7;1.0
Orteliusbuurt Zuid;Amsterdam;BU03634203;1895;180;175;910;370;255;1,6;354.0;6.0;27.0;72.0;940.0;37,2;32,6;30,1;53,3;14,4;11,8;18,6;1.0
Westindische Buurt;Amsterdam;WK036343;6960;915;700;3395;1340;605;1,8;430.0;4.0;31.0;68.0;3890.0;43,5;36,6;33,9;45;21,3;9;14,9;1.0
Paramariboplein e.o.;Amsterdam;BU03634300;3925;555;385;1975;725;290;1,8;445.0;4.0;35.0;64.0;2170.0;44,3;36,6;34,2;43,7;22,3;8,7;14,4;1.0
Postjeskade e.o.;Amsterdam;BU03634301;3030;365;315;1425;615;315;1,7;412.0;4.0;25.0;73.0;1720.0;42,6;36,5;33,6;46,7;20;9,2;15,6;1.0
Hoofddorppleinbuurt;Amsterdam;WK036344;11865;1415;1170;5525;2595;1160;1,7;441.0;5.0;38.0;62.0;6670.0;48,6;41,3;37,8;41,2;23,5;7,3;12,6;1.0
Surinamepleinbuurt;Amsterdam;BU03634400;1550;205;165;675;310;200;1,7;486.0;6.0;38.0;62.0;870.0;48,5;40,7;39,8;47;23,5;6;12,4;1.0
Westlandgrachtbuurt;Amsterdam;BU03634401;3610;445;305;1690;800;360;1,7;430.0;5.0;35.0;65.0;1890.0;48,2;40,9;36,8;41,8;23,1;8;13,2;1.0
Aalsmeerwegbuurt West;Amsterdam;BU03634402;2535;275;205;1370;500;180;1,7;402.0;5.0;43.0;57.0;1620.0;50,2;43,4;39,3;35,6;24,9;7;11,2;1.0
Aalsmeerwegbuurt Oost;Amsterdam;BU03634403;2210;245;205;1025;525;215;1,7;447.0;5.0;39.0;61.0;1260.0;47,2;40,6;36,9;41,8;22;7,9;13,5;1.0
Legmeerpleinbuurt;Amsterdam;BU03634404;1695;235;165;710;405;185;1,7;475.0;5.0;33.0;66.0;890.0;49,2;40,6;37,4;41,3;24,5;7,2;12,9;1.0
Bedrijventerrein Schinkel;Amsterdam;BU03634405;260;10;125;50;55;20;1,3;;;;;130.0;48,1;40,9;37,8;41,2;23,5;7,3;12,6;1.0
Schinkelbuurt;Amsterdam;WK036345;3960;385;390;1865;900;415;1,6;436.0;7.0;26.0;73.0;2180.0;44,3;38,6;33,9;49,2;17,9;10,4;16,9;1.0
Schinkelbuurt Noord;Amsterdam;BU03634500;2430;230;245;1220;540;190;1,6;446.0;7.0;33.0;66.0;1440.0;48,6;42,6;36,7;43,5;21,5;8;13,1;1.0
Schinkelbuurt Zuid;Amsterdam;BU03634501;1535;160;140;645;360;225;1,6;420.0;6.0;16.0;84.0;700.0;37,4;32,3;29,6;58;12,5;14,1;22,8;1.0
Willemspark;Amsterdam;WK036346;5515;1005;625;1600;1530;760;2,1;1050.0;12.0;49.0;51.0;2950.0;98,4;72,6;79,5;27,8;45,5;6,4;8,9;1.0
Valeriusbuurt Oost;Amsterdam;BU03634600;1405;290;160;330;445;180;2,2;1180.0;14.0;59.0;40.0;740.0;123,5;85,1;88,9;21,4;55,7;5,9;7,2;1.0
Valeriusbuurt West;Amsterdam;BU03634601;2585;495;270;825;640;355;2,1;845.0;10.0;44.0;55.0;1380.0;78,7;58,9;58,9;28,6;41,8;6;9,4;1.0
Willemsparkbuurt Noord;Amsterdam;BU03634602;1520;215;190;445;445;220;2;1277.0;15.0;48.0;51.0;840.0;110,5;84,5;105,3;31,7;43,3;7,3;9,4;1.0
Vondelpark West;Amsterdam;BU03634603;0;0;0;0;0;0;;;;;;;98,4;72,6;79,5;27,8;45,5;6,4;8,9;1.0
Museumkwartier;Amsterdam;WK036347;12625;1790;1265;3785;3295;2485;1,8;1002.0;12.0;40.0;60.0;6450.0;89,2;70,1;68,2;32,4;37,8;6,1;8,8;1.0
Johannnes Vermeerbuurt;Amsterdam;BU03634700;1490;230;140;460;395;265;1,9;1064.0;12.0;50.0;49.0;830.0;85,1;66,5;67,6;26,9;44,8;4,9;7,7;1.0
P.C. Hooftbuurt;Amsterdam;BU03634701;795;85;80;255;230;135;1,7;1087.0;23.0;30.0;69.0;420.0;93,7;74,4;65;31,7;39,9;5,7;8,3;1.0
Concertgebouwbuurt;Amsterdam;BU03634702;1845;300;195;520;505;320;1,9;1186.0;17.0;54.0;45.0;1070.0;92,3;69,5;72,9;29,6;42,9;7,5;9,7;1.0
Cornelis Schuytbuurt;Amsterdam;BU03634703;2875;490;340;760;830;450;2;1288.0;16.0;54.0;46.0;1550.0;104,5;76,6;83,9;26,6;48,9;6,1;7,5;1.0
Banpleinbuurt;Amsterdam;BU03634704;785;115;110;125;240;195;2,1;1600.0;9.0;54.0;46.0;;177;134,4;68,2;21,9;50,3;5,1;5,1;1.0
Hondecoeterbuurt;Amsterdam;BU03634705;2050;305;195;695;490;365;1,9;904.0;9.0;37.0;63.0;800.0;95,4;74,4;73,7;33,8;38,1;6,1;9,4;1.0
Harmoniehofbuurt;Amsterdam;BU03634706;1385;115;80;265;290;635;1,6;563.0;3.0;0.0;100.0;680.0;41,7;37,4;33,3;44,1;16;5,3;9,3;1.0
Museumplein;Amsterdam;BU03634707;5;0;0;0;5;5;1,5;;;;;;89,2;70,1;68,2;32,4;37,8;6,1;8,8;1.0
Vondelpark Oost;Amsterdam;BU03634708;0;0;5;0;5;5;2;;;;;;89,2;70,1;68,2;32,4;37,8;6,1;8,8;1.0
Duivelseiland;Amsterdam;BU03634709;1385;150;120;695;310;110;1,6;530.0;8.0;32.0;68.0;880.0;59,8;50,5;41,6;40,7;24,4;7,2;11,5;1.0
Stadionbuurt;Amsterdam;WK036348;11925;1560;1065;4590;2920;1785;1,7;480.0;5.0;17.0;83.0;5440.0;45;37,4;34,8;48,7;20,5;11;20,3;1.0
Bertelmanpleinbuurt;Amsterdam;BU03634800;1075;90;105;370;290;220;1,6;411.0;6.0;5.0;95.0;510.0;31,1;27,7;26,6;60,3;10,1;14,6;28,9;1.0
Marathonbuurt Oost;Amsterdam;BU03634801;1460;150;155;455;430;270;1,6;446.0;2.0;14.0;86.0;570.0;35,8;31,3;29;56,5;11,6;14,3;24,7;1.0
Marathonbuurt West;Amsterdam;BU03634802;2425;245;215;875;690;400;1,6;373.0;3.0;15.0;85.0;850.0;31,5;27,3;25,9;63,4;8,8;17,9;32,3;1.0
Olympisch Stadion e.o.;Amsterdam;BU03634803;2345;445;160;880;510;355;2;642.0;7.0;9.0;91.0;970.0;64,1;48,2;47,3;35,1;36;6,4;13,3;1.0
IJsbaanpad e.o.;Amsterdam;BU03634804;380;80;50;65;140;50;2,4;;;;;180.0;49,1;36,9;42,2;25,2;40,3;2,6;4,5;2.0
