"District_Type";"Municipality_Name";"Area_Code";"Population_Total";"Pop_Age_0_15";"Pop_Age_15_25";"Pop_Age_25_45";"Pop_Age_45_65";"Pop_Age_65_Plus";"Avg_Household_Size";"Avg_Property_Value_1000EUR";"Pct_Unoccupied_Homes";"Pct_Owner_Occupied";"Pct_Rental";"Higher_Education_Count";"Avg_Income_Per_Income_Recipient_1000EUR";"Avg_Income_Per_Inhabitant_1000EUR";"Avg_Std_Household_Income_1000EUR";"Pct_Lowest_40Pct_Income";"Pct_Highest_20Pct_Income";"Pct_Low_Income_Households";"Pct_Below_120Pct_Social_Min";"Urbanization_Level"
"NDSM terrein";"Amsterdam                               ";"BU0363NB03";3805;135;645;2755;240;40;1,3;327;4;4;96;;;;;;;;;2
"Buiksloterham-Zuid";"Amsterdam                               ";"BU0363NB04";1725;280;115;940;305;80;1,8;498;4;28;72;;;;;;;;;1
"Buiksloterham-Noord";"Amsterdam                               ";"BU0363NB05";1525;320;130;630;370;80;2,1;599;8;63;37;;;;;;;;;1
"Klaprozenbuurt";"Amsterdam                               ";"BU0363NB06";125;10;15;35;35;25;1,7;;;;;;;;;;;;;1
"Overhoeks";"Amsterdam                               ";"BU0363NB07";3245;270;305;1705;620;345;1,7;611;4;29;71;;;;;;;;;1
"Tuindorp Oostzaan";"Amsterdam                               ";"WK0363NC  ";12135;2250;1225;3465;3105;2090;2,1;441;3;33;67;;;;;;;;;1
"Tuindorp Oostzaan-West";"Amsterdam                               ";"BU0363NC01";1135;170;95;215;270;385;1,9;402;3;24;76;;;;;;;;;3
"Tuindorp Oostzaan-Oost";"Amsterdam                               ";"BU0363NC02";4165;685;405;1095;1155;820;2;415;2;31;69;;;;;;;;;1
"Terrasdorp";"Amsterdam                               ";"BU0363NC03";4020;555;385;1250;1050;780;1,8;374;4;23;77;;;;;;;;;1
"De Bongerd";"Amsterdam                               ";"BU0363NC04";2805;840;335;900;625;100;2,9;679;5;67;33;;;;;;;;;1
"Kadoelen";"Amsterdam                               ";"WK0363ND  ";3595;785;370;865;1015;565;2,5;633;2;66;34;;;;;;;;;2
"Twiske-Oost";"Amsterdam                               ";"BU0363ND01";1115;170;130;245;320;245;2,4;475;1;55;45;;;;;;;;;2
"Kadoelen";"Amsterdam                               ";"BU0363ND02";2485;610;240;615;695;320;2,6;710;2;71;29;;;;;;;;;2
"Banne Buiksloot";"Amsterdam                               ";"WK0363NE  ";14735;2705;2000;4135;3510;2385;2,2;396;3;30;70;;;;;;;;;1
"Banne-Noordwest";"Amsterdam                               ";"BU0363NE01";2595;465;410;770;610;335;2,1;334;2;20;79;;;;;;;;;2
"Banne-Noordoost";"Amsterdam                               ";"BU0363NE02";3550;640;540;945;875;555;2,3;381;2;31;69;;;;;;;;;2
"Banne-Zuidwest";"Amsterdam                               ";"BU0363NE03";3740;705;605;900;835;695;2,3;397;3;25;75;;;;;;;;;1
"Banne-Zuidoost";"Amsterdam                               ";"BU0363NE04";4205;780;370;1345;1005;700;2;414;3;33;67;;;;;;;;;1
"Buiksloterbreek";"Amsterdam                               ";"BU0363NE05";305;50;30;60;95;75;2,4;733;4;96;4;;;;;;;;;1
"Marjoleinterrein";"Amsterdam                               ";"BU0363NE06";335;65;50;105;90;25;2,4;497;6;49;51;;;;;;;;;1
"Nieuwendammerdijk/Buiksloterdijk";"Amsterdam                               ";"WK0363NF  ";1690;370;190;335;515;290;2,6;908;6;92;8;;;;;;;;;1
"Buiksloterdijk-West";"Amsterdam                               ";"BU0363NF01";165;45;15;25;50;30;2,5;892;2;90;10;;;;;;;;;1
"Buiksloterdijk-Oost";"Amsterdam                               ";"BU0363NF02";140;25;15;25;35;40;2,4;1094;2;96;4;;;;;;;;;1
"Nieuwendammerdijk-West";"Amsterdam                               ";"BU0363NF03";1030;215;125;200;325;175;2,6;881;7;91;9;;;;;;;;;1
"Nieuwendammerdijk-Oost";"Amsterdam                               ";"BU0363NF04";350;90;35;85;105;45;2,8;922;6;96;4;;;;;;;;;2
"Nieuwendammerdijk-Zuid";"Amsterdam                               ";"BU0363NF05";5;0;0;5;5;0;1,3;;;;;;;;;;;;;2
"Elzenhagen";"Amsterdam                               ";"WK0363NG  ";5350;990;900;2215;880;360;1,8;372;4;23;77;;;;;;;;;1
"Elzenhagen-Noord";"Amsterdam                               ";"BU0363NG01";3605;815;580;1285;675;250;2,2;486;2;39;61;;;;;;;;;1
"Elzenhagen-Zuid";"Amsterdam                               ";"BU0363NG02";1625;145;310;915;175;85;1,3;211;6;0;100;;;;;;;;;1
"Nintemanterrein";"Amsterdam                               ";"BU0363NG03";125;35;10;20;30;30;3,2;867;3;100;0;;;;;;;;;1
"Buikslotermeer";"Amsterdam                               ";"WK0363NH  ";12070;1520;1820;3810;2425;2495;1,8;376;5;28;72;;;;;;;;;1
"Buikslotermeer-Noord";"Amsterdam                               ";"BU0363NH01";2465;190;545;710;415;600;1,5;393;12;48;52;;;;;;;;;1
"De Kleine Wereld";"Amsterdam                               ";"BU0363NH02";2640;430;415;645;620;535;2,1;322;2;11;89;;;;;;;;;1
"Loenermark";"Amsterdam                               ";"BU0363NH03";2175;170;260;1015;310;415;1,6;344;3;26;74;;;;;;;;;1
"Buikslotermeerplein";"Amsterdam                               ";"BU0363NH04";1365;160;115;390;265;435;1,7;404;4;17;82;;;;;;;;;1
"Plan van Gool";"Amsterdam                               ";"BU0363NH05";3180;520;465;1005;765;420;2,1;395;2;29;71;;;;;;;;;1
"Rode Kruisbuurt";"Amsterdam                               ";"BU0363NH06";245;35;15;50;55;90;2,2;704;4;94;6;;;;;;;;;1
"Waterlandpleinbuurt";"Amsterdam                               ";"WK0363NJ  ";14180;2940;2000;4315;3305;1610;2,2;387;3;30;70;;;;;;;;;1
"Markengouw-Noord";"Amsterdam                               ";"BU0363NJ01";650;55;105;240;115;135;1,6;315;5;47;53;;;;;;;;;1
"Markengouw-Midden";"Amsterdam                               ";"BU0363NJ02";4140;1025;645;1280;895;290;2,6;451;2;22;78;;;;;;;;;1
"Markengouw-Zuid";"Amsterdam                               ";"BU0363NJ03";2305;665;325;660;500;165;2,6;388;3;28;72;;;;;;;;;2
"Werengouw-Noord";"Amsterdam                               ";"BU0363NJ04";465;35;40;145;100;145;1,7;392;7;72;28;;;;;;;;;1
"Werengouw-Midden";"Amsterdam                               ";"BU0363NJ05";5005;795;625;1655;1255;670;1,9;338;2;27;73;;;;;;;;;1
"Werengouw-Zuid";"Amsterdam                               ";"BU0363NJ06";1615;370;260;335;445;205;2,5;464;2;39;60;;;;;;;;;2
"Volewijck";"Amsterdam                               ";"WK0363NK  ";9460;1535;1010;3060;2550;1305;1,9;382;5;15;85;;;;;;;;;1
"Bloemenbuurt-Noord";"Amsterdam                               ";"BU0363NK01";2475;425;195;770;635;450;2;404;2;27;73;;;;;;;;;1
"Bloemenbuurt-Zuid";"Amsterdam                               ";"BU0363NK02";2340;410;260;680;625;370;2;420;5;9;91;;;;;;;;;1
"Van der Pekbuurt";"Amsterdam                               ";"BU0363NK03";4645;700;560;1605;1295;490;1,8;354;7;11;89;;;;;;;;;1
"IJplein/Vogelbuurt";"Amsterdam                               ";"WK0363NL  ";7875;1100;920;2690;2100;1070;1,8;410;7;20;80;;;;;;;;;1
"Vogelbuurt-Noord";"Amsterdam                               ";"BU0363NL01";1035;170;85;370;270;135;1,8;369;21;19;81;;;;;;;;;1
"Vliegenbos";"Amsterdam                               ";"BU0363NL02";185;25;30;45;70;20;2,4;;27;61;39;;;;;;;;;2
"Vogelbuurt-Zuid";"Amsterdam                               ";"BU0363NL03";4165;605;560;1440;1055;510;1,9;418;5;20;80;;;;;;;;;1
"IJplein e.o.";"Amsterdam                               ";"BU0363NL04";2490;295;245;835;705;405;1,7;399;4;19;81;;;;;;;;;1
"Tuindorp Buiksloot";"Amsterdam                               ";"WK0363NM  ";1905;330;170;540;485;375;2;415;4;19;81;;;;;;;;;1
"Blauwe Zand";"Amsterdam                               ";"BU0363NM01";1905;330;170;540;485;375;2;415;4;19;81;;;;;;;;;1
"Tuindorp Nieuwendam";"Amsterdam                               ";"WK0363NN  ";3460;535;305;805;1000;805;1,9;431;3;21;79;;;;;;;;;1
"Tuindorp Nieuwendam-West";"Amsterdam                               ";"BU0363NN01";1060;160;85;240;270;300;1,9;411;3;25;75;;;;;;;;;1
"Tuindorp Nieuwendam-Oost";"Amsterdam                               ";"BU0363NN02";2400;375;220;565;730;505;1,9;440;3;19;81;;;;;;;;;1
"Noordelijke IJ-oevers-Oost";"Amsterdam                               ";"WK0363NP  ";415;35;95;190;80;20;1,3;318;18;11;89;;;;;;;;;1
"Hamerstraatkwartier-West";"Amsterdam                               ";"BU0363NP01";380;25;90;175;70;20;1,3;311;18;9;91;;;;;;;;;1
"Hamerstraatkwartier-Oost";"Amsterdam                               ";"BU0363NP02";15;5;0;5;5;5;2;;;;;;;;;;;;;2
"Bedrijventerrein Nieuwendammerdijk";"Amsterdam                               ";"BU0363NP03";20;10;5;5;5;5;1,9;;;;;;;;;;;;;2
"Waterland";"Amsterdam                               ";"WK0363NQ  ";2390;390;265;445;800;495;2,3;971;12;77;23;;;;;;;;;5
"Noorderstrook-West";"Amsterdam                               ";"BU0363NQ01";80;5;0;35;30;5;1,2;;;;;;;;;;;;;3
"Noorderstrook-Oost";"Amsterdam                               ";"BU0363NQ02";0;0;0;0;0;0;2;;;;;;;;;;;;;2
"Zunderdorp";"Amsterdam                               ";"BU0363NQ03";465;70;45;90;150;105;2,3;945;11;70;30;;;;;;;;;5
"Schellingwoude-West";"Amsterdam                               ";"BU0363NQ04";70;10;10;5;30;20;2;880;10;74;26;;;;;;;;;4
"Schellingwoude-Oost";"Amsterdam                               ";"BU0363NQ05";625;120;75;125;190;110;2,4;990;3;87;13;;;;;;;;;3
"Schellingwoude-Noord";"Amsterdam                               ";"BU0363NQ06";5;0;0;0;5;5;2,5;;;;;;;;;;;;;5
"Zwarte Gouw";"Amsterdam                               ";"BU0363NQ07";35;0;10;15;5;5;2,6;;32;9;91;;;;;;;;;5
"Holysloot";"Amsterdam                               ";"BU0363NQ08";280;40;30;45;100;70;2,5;;25;73;27;;;;;;;;;5
"Ransdorp";"Amsterdam                               ";"BU0363NQ09";315;55;25;45;105;80;2,3;969;11;85;15;;;;;;;;;5
"Durgerdam";"Amsterdam                               ";"BU0363NQ10";515;100;65;70;185;95;2,5;972;8;86;14;;;;;;;;;5
"Driemond";"Amsterdam                               ";"WK0363SA  ";1705;320;190;415;480;295;2,4;482;2;61;39;;;;;;;;;5
"Landelijk gebied Driemond";"Amsterdam                               ";"BU0363SA01";150;35;30;30;40;15;3,5;1001;0;91;9;;;;;;;;;4
"Dorp Driemond";"Amsterdam                               ";"BU0363SA02";1555;290;160;385;440;280;2,3;447;2;59;41;;;;;;;;;5
"Bloemendalerpolder";"Amsterdam                               ";"WK0363SB  ";5470;1905;285;2180;885;210;3,1;800;4;95;4;;;;;;;;;3
"Weespersluis-Noord";"Amsterdam                               ";"BU0363SB01";5;0;0;0;5;5;3;;;;;;;;;;;;;5
"Waterrijk";"Amsterdam                               ";"BU0363SB02";520;205;25;230;65;10;3,3;1069;22;95;5;;;;;;;;;5
"Lanenrijk";"Amsterdam                               ";"BU0363SB03";2750;1060;75;1265;300;50;3,1;799;2;98;2;;;;;;;;;3
"Vechtrijk";"Amsterdam                               ";"BU0363SB04";605;225;25;275;70;15;3,3;818;5;97;3;;;;;;;;;4
"Leeuwenveld";"Amsterdam                               ";"BU0363SB05";1555;420;160;405;440;125;2,9;712;2;92;8;;;;;;;;;2
"Bedrijventerrein Nijverheidslaan";"Amsterdam                               ";"BU0363SB06";30;5;0;5;10;5;2,1;;;;;;;;;;;;;3
"Weesp-Noordwest";"Amsterdam                               ";"WK0363SC  ";8000;1285;765;2330;2015;1605;2;374;4;42;58;;;;;;;;;2
"Bedrijventerrein-Noord Weesp";"Amsterdam                               ";"BU0363SC01";130;10;0;65;30;15;1,7;369;11;37;63;;;;;;;;;3
"Hogewey-Noord";"Amsterdam                               ";"BU0363SC02";1155;255;85;370;205;240;2,4;432;5;70;30;;;;;;;;;2
"Hogewey-Midden";"Amsterdam                               ";"BU0363SC03";1875;340;175;480;480;400;2,1;364;5;43;57;;;;;;;;;2
"Hogewey-Zuid";"Amsterdam                               ";"BU0363SC04";1905;265;225;310;525;585;2,1;439;3;35;65;;;;;;;;;2
"Weesp Dichtersbuurt";"Amsterdam                               ";"BU0363SC05";1885;230;160;810;485;200;1,7;319;3;48;51;;;;;;;;;2
"Weesp Schildersbuurt";"Amsterdam                               ";"BU0363SC06";1050;185;115;290;280;170;2,1;348;3;17;83;;;;;;;;;1
"Weesp Binnenstad/Zuid";"Amsterdam                               ";"WK0363SD  ";5770;855;570;1375;1580;1390;1,9;489;4;54;46;;;;;;;;;2
"Herensingelkwartier";"Amsterdam                               ";"BU0363SD01";1045;150;110;315;290;185;1,8;485;3;63;37;;;;;;;;;1
"Bedrijventerrein Van Houten";"Amsterdam                               ";"BU0363SD02";680;150;95;170;180;80;2;703;1;92;8;;;;;;;;;2
"Weesp Centrum";"Amsterdam                               ";"BU0363SD03";2185;285;195;550;655;500;1,8;506;5;56;44;;;;;;;;;2
"Weesp-Zuid I";"Amsterdam                               ";"BU0363SD04";570;45;45;80;110;290;1,6;319;6;20;80;;;;;;;;;2
"Weesp-Zuid II";"Amsterdam                               ";"BU0363SD05";645;100;65;130;185;170;2,1;472;2;33;67;;;;;;;;;3
"De Klomp";"Amsterdam                               ";"BU0363SD06";640;120;65;135;165;165;2,5;578;2;86;14;;;;;;;;;4
"Aetsveld/Oostelijke Vechtoever";"Amsterdam                               ";"WK0363SE  ";4355;640;460;870;1300;1090;2,3;477;2;71;29;;;;;;;;;3
"Aetsveldsepolder";"Amsterdam                               ";"BU0363SE01";445;45;55;30;210;105;2,4;775;8;92;8;;;;;;;;;5
"Aetsveld-Zuid";"Amsterdam                               ";"BU0363SE02";1750;260;180;425;460;430;2,2;416;1;68;32;;;;;;;;;3
"Aetsveld-Noord";"Amsterdam                               ";"BU0363SE03";1625;260;160;340;460;410;2,3;435;1;68;32;;;;;;;;;3
"Oostelijke Vechtoever";"Amsterdam                               ";"BU0363SE04";540;75;70;75;175;150;2,3;797;5;84;16;;;;;;;;;4
"Amstel III/Bullewijk";"Amsterdam                               ";"WK0363TA  ";3870;155;1175;2330;190;20;1,2;202;8;0;100;;;;;;;;;2
"Hoofdcentrum-Zuidoost";"Amsterdam                               ";"BU0363TA01";30;0;5;20;5;0;1,1;;;;;;;;;;;;;2
"Amstel III deel C/D-Noord";"Amsterdam                               ";"BU0363TA02";50;0;15;30;10;0;1,1;;;;;;;;;;;;;4
"Amstel III deel A/B-Noord";"Amsterdam                               ";"BU0363TA03";980;95;155;635;85;10;1,5;351;3;0;100;;;;;;;;;2
"Amstel III deel C/D-Zuid";"Amsterdam                               ";"BU0363TA04";5;0;5;0;0;5;1,5;;;;;;;;;;;;;4
"Amstel III deel A/B-Zuid";"Amsterdam                               ";"BU0363TA05";2680;55;975;1590;60;0;1,2;181;8;0;100;;;;;;;;;1
"AMC";"Amsterdam                               ";"BU0363TA06";35;0;0;15;15;0;1;;;;;;;;;;;;;2
"Hoge Dijk";"Amsterdam                               ";"BU0363TA07";90;0;25;40;15;10;1,2;;;;;;;;;;;;;5
"Venserpolder";"Amsterdam                               ";"WK0363TB  ";8490;1035;1140;2955;2190;1170;1,7;287;3;27;73;;;;;;;;;1
"Venserpolder-West";"Amsterdam                               ";"BU0363TB01";5050;615;665;1675;1320;785;1,6;280;4;22;78;;;;;;;;;1
"Venserpolder-Oost";"Amsterdam                               ";"BU0363TB02";3440;420;480;1280;875;390;1,7;299;2;35;65;;;;;;;;;1
"Amsterdamse Poort e.o.";"Amsterdam                               ";"WK0363TC  ";9655;1030;2485;3695;1785;660;1,6;224;6;12;87;;;;;;;;;1
"D-buurt";"Amsterdam                               ";"BU0363TC01";2350;130;1200;840;135;45;1,2;56;6;1;99;;;;;;;;;1
"F-buurt";"Amsterdam                               ";"BU0363TC02";4350;645;775;1645;1015;270;1,9;323;3;27;73;;;;;;;;;1
"Amsterdamse Poort";"Amsterdam                               ";"BU0363TC03";2315;170;435;1050;445;205;1,4;250;10;0;100;;;;;;;;;1
"Vogeltjeswei";"Amsterdam                               ";"BU0363TC04";640;75;75;160;190;135;2,2;442;1;56;44;;;;;;;;;1
"Nelson Mandelapark";"Amsterdam                               ";"BU0363TC05";0;0;0;0;0;0;;;;;;;;;;;;;;1
"H-buurt";"Amsterdam                               ";"WK0363TD  ";7610;1225;1505;2295;1890;705;1,8;263;5;10;90;;;;;;;;;1
"Hoptille";"Amsterdam                               ";"BU0363TD01";1980;255;540;745;340;105;1,6;222;4;7;93;;;;;;;;;1
"Rechte H-buurt";"Amsterdam                               ";"BU0363TD02";3095;520;535;835;865;345;1,9;275;4;17;82;;;;;;;;;1
"Hakfort/Huigenbos";"Amsterdam                               ";"BU0363TD03";2345;425;400;680;635;200;1,9;270;6;0;100;;;;;;;;;1
"Huntum";"Amsterdam                               ";"BU0363TD04";190;20;30;30;50;55;2,1;585;6;82;18;;;;;;;;;1
"Ganzenhoef e.o.";"Amsterdam                               ";"WK0363TE  ";7725;1260;1265;2375;2090;745;2;362;4;28;72;;;;;;;;;1
"E-buurt";"Amsterdam                               ";"BU0363TE01";2350;495;555;680;550;75;2,3;508;4;50;50;;;;;;;;;1
"G-buurt-West";"Amsterdam                               ";"BU0363TE02";3740;500;505;1230;1000;510;1,9;388;3;36;64;;;;;;;;;1
"G-buurt-Noord";"Amsterdam                               ";"BU0363TE03";1640;265;205;465;540;165;1,7;221;7;0;100;;;;;;;;;1
"Geerdinkhof/Kantershof";"Amsterdam                               ";"WK0363TF  ";7180;855;985;1870;1760;1715;1,8;363;4;58;42;;;;;;;;;1
"G-buurt-Oost";"Amsterdam                               ";"BU0363TF01";3200;245;440;820;670;1025;1,6;363;5;64;36;;;;;;;;;1
"Grunder/Koningshoef";"Amsterdam                               ";"BU0363TF02";1750;300;285;515;480;170;2,2;422;2;50;49;;;;;;;;;1
"Kantershof";"Amsterdam                               ";"BU0363TF03";2235;305;260;540;610;520;1,8;329;3;52;48;;;;;;;;;2
"Bijlmermuseum";"Amsterdam                               ";"WK0363TG  ";7770;1265;1305;2250;1920;1030;1,8;268;4;12;88;;;;;;;;;1
"Bijlmermuseum-Noord";"Amsterdam                               ";"BU0363TG01";2265;340;340;475;590;515;1,8;281;3;9;91;;;;;;;;;1
"Bijlmermuseum-Zuid";"Amsterdam                               ";"BU0363TG02";3120;530;540;985;745;310;1,9;287;4;24;76;;;;;;;;;1
"De Kameleon e.o.";"Amsterdam                               ";"BU0363TG03";2395;390;425;785;585;200;1,7;234;3;0;100;;;;;;;;;1
"K-buurt";"Amsterdam                               ";"WK0363TH  ";7465;1390;1070;2180;1880;950;2;352;3;29;70;;;;;;;;;1
"Gooise Kant";"Amsterdam                               ";"BU0363TH01";745;215;95;280;150;5;2,7;515;2;65;35;;;;;;;;;1
"Kortvoort";"Amsterdam                               ";"BU0363TH02";2880;410;325;840;725;580;1,7;266;4;15;85;;;;;;;;;1
"Kelbergen";"Amsterdam                               ";"BU0363TH03";1030;185;160;235;275;170;2,3;342;1;19;81;;;;;;;;;1
"K-buurt-Zuidwest";"Amsterdam                               ";"BU0363TH04";1415;235;270;360;415;130;2,3;411;2;55;45;;;;;;;;;1
"K-buurt-Zuidoost";"Amsterdam                               ";"BU0363TH05";1395;340;215;460;315;60;2,4;490;2;40;60;;;;;;;;;2
"Holendrecht";"Amsterdam                               ";"WK0363TJ  ";9695;1750;1375;2340;2355;1880;2,1;315;3;19;81;;;;;;;;;1
"Holendrecht-West";"Amsterdam                               ";"BU0363TJ01";2895;585;470;595;660;585;2;272;3;0;100;;;;;;;;;1
"Holendrecht-Oost";"Amsterdam                               ";"BU0363TJ02";2505;365;265;610;550;720;2,1;416;2;56;44;;;;;;;;;1
"Holendrecht-Zuid";"Amsterdam                               ";"BU0363TJ03";4295;800;635;1145;1145;570;2,1;287;3;12;88;;;;;;;;;1
"Nellestein";"Amsterdam                               ";"WK0363TK  ";3110;375;290;1080;745;620;1,7;312;4;41;58;;;;;;;;;2
"L-buurt";"Amsterdam                               ";"BU0363TK01";3085;375;290;1080;730;610;1,7;308;4;41;59;;;;;;;;;2
"Gaasperpark";"Amsterdam                               ";"BU0363TK02";20;0;0;0;10;0;2;;;;;;;;;;;;;4
"Gaasperplas";"Amsterdam                               ";"BU0363TK03";5;0;0;0;0;5;2;;;;;;;;;;;;;5
"Reigersbos";"Amsterdam                               ";"WK0363TL  ";8590;1200;1075;2445;2245;1625;1,8;317;4;35;65;;;;;;;;;1
"Reigersbos 1";"Amsterdam                               ";"BU0363TL01";2050;265;260;660;615;250;1,8;297;5;33;67;;;;;;;;;1
"Reigersbos 2";"Amsterdam                               ";"BU0363TL02";1540;165;220;460;400;300;1,6;265;4;36;64;;;;;;;;;1
"Reigersbos 3";"Amsterdam                               ";"BU0363TL03";2460;350;315;665;620;515;1,9;310;2;31;69;;;;;;;;;1
"Reigersbos 4";"Amsterdam                               ";"BU0363TL04";2540;420;280;665;615;565;2,1;380;4;38;62;;;;;;;;;2
"Gein";"Amsterdam                               ";"WK0363TM  ";11190;1670;1360;2975;2930;2250;2;328;4;41;59;;;;;;;;;2
"Gein 1";"Amsterdam                               ";"BU0363TM01";2960;430;435;830;755;510;1,7;248;5;21;79;;;;;;;;;2
"Gein 2";"Amsterdam                               ";"BU0363TM02";1645;275;230;495;455;195;1,9;282;2;23;77;;;;;;;;;1
"Gein 3";"Amsterdam                               ";"BU0363TM03";3200;435;360;735;865;805;2,3;431;1;95;5;;;;;;;;;2
"Gein 4";"Amsterdam                               ";"BU0363TM04";3385;535;335;920;855;750;2,1;350;5;26;74;;;;;;;;;2
